Gene,P_value,minus_log10_p
CP Ceruloplasmin (ferroxidase),0.43665631917975534,0.35986025046018616
HEXB Hexosaminidase B (beta polypeptide),0.43694303241171206,0.359575181615363
TUMOR-ASSOCIATED ANTIGEN L6,0.4376026725439658,0.3589200343264704
FGFR3 Fibroblast growth factor receptor 3 (achondroplasia; thanatophoric dwarfism),0.4376533266380419,0.35886976607675103
TGN46 protein,0.4379098256498065,0.3586153101684167
GT197 partial ORF mRNA; 3' end of cds,0.4379363637130833,0.3585889919984343
(clone Zap2) mRNA fragment,0.4382738304818805,0.3582544604813805
Zona pellucida glycoprotein 2 (ZP2) mRNA,0.4384728408218579,0.3580573018338325
Ras Inhibitor Inf,0.43857102308508444,0.35796006606929903
GB DEF = Replication protein A complex subunit homolog Rpa4 gene,0.4386413124764247,0.3578904676525344
ITGB7 Integrin beta-7 subunit,0.4390722444831464,0.35746401552325247
Interleukin 11 receptor isoform (incomplete),0.4391661705340073,0.3573711214638402
DMA gene extracted from H.sapiens DMA; DMB; HLA-Z1; IPP2; LMP2; TAP1; LMP7; TAP2; DOB; DQB2 and RING8; 9; 13 and 14 genes,0.43919888856030764,0.35733876758514144
DMA gene extracted from H.sapiens DMA; DMB; HLA-Z1; IPP2; LMP2; TAP1; LMP7; TAP2; DOB; DQB2 and RING8; 9; 13 and 14 genes,0.43919888856030764,0.35733876758514144
PHOSDUCIN,0.4396953462394819,0.35684813095343176
PKM2 Pyruvate kinase; muscle,0.4401742102955345,0.35637540624983377
Pantophysin [human; keratinocyte line HaCaT; mRNA; 2106 nt],0.44026016790306177,0.35629060512059646
Methylmalonyl-CoA mutase (MCM) mRNA,0.4402624307067754,0.35628837298443544
Pigment epithelium-derived factor gene,0.4405646635394318,0.3559903393351954
Ataxia-telangiectasia group D-associated protein mRNA,0.44076473857493703,0.35579315656750216
AlkB protein homolog,0.440773716390077,0.35578431063332194
GB DEF = Translation initiation factor eIF-2 gamma subunit mRNA,0.4410945237611307,0.35546833400369626
L-arginine:glycine amidinotransferase [human; kidney carcinoma cells; mRNA; 2330 nt],0.4411138071988536,0.35544934826007396
Potassium Channel; Voltage-Gated Kcnc1,0.44136017629029434,0.3552068555822026
Ras homologue enriched in brain (RHEB) gene; Ras-related GTP binding protein gene,0.44153879082026737,0.3550311360294498
Neuron-specific RNA recognition motifs (RRMs)-containing protein [human; hippocampus; mRNA; 1992 nt],0.44186854469059433,0.3547069134717148
OIAS (2'-5') oligoadenylate synthetase,0.4420631961499303,0.3545156406569834
OIAS (2'-5') oligoadenylate synthetase,0.4420631961499303,0.3545156406569834
CLTA Clathrin light chain A,0.4421747179629115,0.3544060925196023
LRP1 ATL-derived PMA-responsive (APR) peptide,0.4421879020435737,0.35439314359265434
ASL Argininosuccinate lyase,0.44249462704970144,0.3540919983149308
MAGE-3 antigen (MAGE-3) gene,0.4425006265421577,0.35408611004274526
ZNF137 Zinc finger protein 137 (clone pHZ-30),0.44253386399632333,0.3540534902000211
Cyclophilin-like protein mRNA; partial cds,0.44270728584269525,0.3538833305731262
GSTT1 gene extracted from Human DNA sequence from BAC 322B1 on chromosome 22q11.2-qter contains GSTT1; GSTT2 glutathione transferases 4E-binding protein 1 pseudogene; D-dopachrome tautomerase pseudogene ESTs and polymorphic CA repeat,0.4428927000780032,0.35370147785922085
Crystallin; Beta B,0.44312418801348985,0.35347454327897126
PROC Protein C (inactivator of coagulation factors Va and VIIIa),0.4432360761630254,0.3533648984581107
RENIN PRECURSOR; RENAL,0.443335192579993,0.35326779241677597
GB DEF = SNAP-23 mRNA,0.4436502907319858,0.35295922954399017
Collagen; Type Viii; Alpha 1,0.4438298988667987,0.3527834446107978
TIE Tyrosine kinase with immunoglobulin and epidermal growth factor homology domains,0.44431879726250245,0.35230531319465785
CYC1 Cytochrome c-1,0.4446883686003241,0.35194422993662666
CYC1 Cytochrome c-1,0.4446883686003241,0.35194422993662666
Hs-cul-3 mRNA; partial cds,0.4448089344837458,0.35182649804915506
Translocation-Associated Notch (Drosophila) Homolog 1,0.4448469562705173,0.35178937661294896
CYTOCHROME P450 IA2,0.4449766437414624,0.3516627839862722
PAI1 Plasminogen activator inhibitor; type I,0.445002239588132,0.3516378033149787
PPP2R1B Protein phosphatase 2 (formerly 2A); regulatory subunit A (PR 65); beta isoform,0.4452742885714076,0.3513723815675004
PTAFR Platelet activating factor receptor,0.44545148405016355,0.3511995898463614
GB DEF = Tenascin-C mRNA; splice variant TNCfn-ad2; partial cds,0.44601658255302423,0.35064899425333884
Desmosome associated protein pinin mRNA,0.44633506436391546,0.350338993371047
ZNF143 Zinc finger protein 143 (clone pHZ-1),0.4464570042710627,0.3502203591873717
Immunoglobulin Heavy Chain; Vdjc Regions (Gb:L23563),0.44645992109485344,0.3502175218338822
Zinc Finger Protein; Kruppel-Like,0.44657864507128675,0.3501020482807977
Lectin-like oxidized LDL receptor,0.44671587684736525,0.34996861187858286
CLCN4 Chloride channel 4,0.4467398662982113,0.34994529010532494
CYBB Chronic granulomatous disease,0.44679156383073193,0.34989503568254865
AFFX-BioC-5_st (endogenous control),0.4469166121862851,0.34977350202626223
Oxidoreductase (HHCMA56) mRNA,0.44730994784588207,0.3493914433284989
BMP4 Bone morphogenetic protein 4,0.44771025928565666,0.34900295363956346
Mucin 3; Intestinal (Gb:M55405),0.44785756670699617,0.3488600838335001
Mucin 3; Intestinal (Gb:M55405),0.44785756670699617,0.3488600838335001
Amino acid transport-related protein mRNA,0.4481160075530033,0.34860954198794436
PROBABLE 26S PROTEASE SUBUNIT TBP-1,0.448567868684729,0.3481718385388101
GB DEF = Esterase D; 5'UTR (sequence from the 5'cap to the start codon),0.4485747323308945,0.3481651933440504
Growth hormone-releasing hormone receptor form b gene extracted from Human growth hormone-releasing hormone receptor gene; alternatively spliced forms a; b; and c; partial cds,0.44903324684083334,0.34772150223728726
(clone E5.1) RNA-binding protein mRNA,0.4490336875775254,0.3477210759672489
ZNF183 gene,0.44920911286778886,0.34755144201865823
OXT Oxytocin,0.44921663102284637,0.34754417354204153
FVT1 Follicular lymphoma variant translocation 1,0.44929271730899845,0.34747062093100933
GB DEF = Adrenal Creb-rp homolog (Creb-rp); and tenascin-X (XB); partial cds; mRNA,0.4495364325110718,0.3472351052714838
ADCY1 Adenylate cyclase 1 (brain),0.44963079269119743,0.34714395402721737
Autoimmune Antigen; Thyroid Disease-Related Antigen,0.4496953188274654,0.3470816332636837
Cysteine protease ICE-LAP6 mRNA,0.44973699999679584,0.3470413814259999
PLATELET GLYCOPROTEIN IB ALPHA CHAIN PRECURSOR,0.4501454290751691,0.3466471554661729
Tyrosine kinase receptor p145TRK-B (TRK-B) mRNA,0.4501767410735964,0.3466169471061198
Clone 23760 mRNA; partial cds,0.450315834329434,0.34648278179346603
Tenascin,0.4503265732793801,0.3464724250377463
Leukemia virus receptor 1 (GLVR1) mRNA,0.45040523031491,0.3463965748980176
TSC-22 protein mRNA,0.4507341869219861,0.34607950066321663
ODC1 Ornithine decarboxylase 1,0.4512111680571972,0.3456201595442417
DIHYDROPRYRIDINE-SENSITIVE L-TYPE; CALCIUM CHANNEL BETA-1-B1 SUBUNIT,0.451431570437387,0.3454080722247852
Dehydroepiandrosterone sulfotransferase (STD) gene,0.4517299972745489,0.34512106901742695
Clone 23961 mRNA sequence,0.4521136045618971,0.3447524244028546
GB DEF = (clone GPCR W) G protein-linked receptor gene (GPCR) gene; 5' end of cds,0.45259463632404684,0.3442905971525496
GB DEF = Putative G protein-coupled receptor (GPR22) gene,0.4527702305729203,0.3441221355365003
CMKRL1 Chemokine receptor-like 1,0.45319983606929215,0.3437102559009058
PROTEASOME COMPONENT C8,0.4533360430868202,0.3435797504064976
Reticulocalbin,0.45364181751409527,0.3432869182277365
MLN51 mRNA,0.4538447061940527,0.3430927259542155
A-kinase anchor protein (AKAP100) mRNA,0.4548943646493325,0.34208944329063823
GB DEF = PTR7 mRNA for repetitive sequence,0.45542234797632386,0.3415856619846792
G6PD gene (glucose-6-phosphate dehydrogenase) extracted from H.sapiens G6PD gene for glucose-6-phosphate dehydrogenase,0.4557763337912826,0.3412482293326824
GB DEF = Transcript ch138 [human; RF1;RF48 stomach cancer cell lines; mRNA; 235 nt],0.4558723433733116,0.3411567545510398
NF-H gene; exon 1 (and joined CDS),0.4559310393055801,0.3411008404800595
MVK Mevalonate kinase,0.4559817222307,0.3410525654352145
High molecular weight B cell growth factor mRNA sequence,0.4562678738956245,0.34078010909504675
Protein Kinase (Gb:M59287),0.4562898184909979,0.3407592218311299
Surfacant Protein Sp-A2 Delta,0.45636159125711484,0.34069091422538506
Surfacant Protein Sp-A2 Delta,0.45636159125711484,0.34069091422538506
Gamma-sarcoglycan mRNA,0.45647558681215117,0.3405824444085096
FKBP1 FK506-binding protein 1 (12kD),0.45689206241391966,0.3401863868770564
Gastric H;K-ATPase catalytic subunit gene,0.45718700085116437,0.33990612634951695
GB DEF = Peroxisomal targeting signal import receptor (PXR1) gene; allele 5; partial cds,0.45731047438215233,0.3397888512887381
Mg81,0.4574776507236128,0.3396301177822206
Glyoxalase II,0.457501031062878,0.3396079228337869
Peroxisomal acyl-coenzyme A oxidase [human; liver; mRNA; 3086 nt],0.45779275842371026,0.3393310814768912
GB DEF = Luman mRNA,0.45801280770243213,0.3391223773744711
MYF5 Myogenic factor 5,0.4591721319916847,0.33802447794784407
Alpha NAC mRNA,0.4592467213213477,0.3379539355493821
PBX1 PBX1a and PBX1b,0.45941331622067183,0.3377964208141675
GB DEF = CD30L protein,0.45967778409064,0.3375464848944333
CRYM Crystallin Mu,0.4598798333559512,0.33735563468397434
GB DEF = Galectin-9 isoform,0.4599046791552266,0.33733217181113917
MPP1 Membrane protein; palmitoylated 1 (55kD),0.4600082947476999,0.33723433716478196
Tumor Necrosis Factor Receptor 2 Associated Protein Trap3,0.46006702525716725,0.3371788931469693
Cea Family; Bi-Like Domain,0.4601069178932137,0.3371412368932939
Major Histocompatibility Complex; Class I; C (Gb:X58536),0.46081204543375465,0.3364761771607132
MOG Myelin oligodendrocyte glycoprotein,0.46086666659043374,0.33642470224508547
HSST Heparan sulfate-N-deacetylase/N-sulfotransferase,0.4609395285808461,0.3363560466847123
GNAQ Guanine nucleotide binding protein (G protein); q polypeptide,0.46097931396559,0.3363185627495371
GNAQ Guanine nucleotide binding protein (G protein); q polypeptide,0.46097931396559,0.3363185627495371
Antioxidant enzyme AOE37-2 mRNA,0.4616084051885079,0.33572629193691195
3-beta-hydroxysteroid dehydrogenase/delta-5-delta-4-isomerase (3-beta-HSD) gene,0.46212069684190926,0.33524458044699934
Cpg-Enriched Dna; Clone S16,0.46271301276808185,0.33468828676786744
EPHX2 Epoxide hydrolase 2; cytoplasmic,0.4627312659873658,0.3346711549478433
VASOACTIVE INTESTINAL POLYPEPTIDE RECEPTOR 1 PRECURSOR,0.46288163809043525,0.33453004676993847
DBT Dihydrolipoamide branched chain transacylase (E2 component of branched chain keto acid dehydrogenase complex; maple syrup urine disease),0.4631253673714735,0.3343014301749168
DBT Dihydrolipoamide branched chain transacylase (E2 component of branched chain keto acid dehydrogenase complex; maple syrup urine disease),0.4631253673714735,0.3343014301749168
TRHR Thyrotropin-releasing hormone receptor,0.46321958568049815,0.3342130862125301
GB DEF = DNA mismatch repair protein (hMLH1) mRNA; alternatively spliced; partial cds,0.4633828249714206,0.33406006713294245
Trophinin mRNA,0.46348392350664835,0.3339653252809467
CLN3 Ceroid-lipofuscinosis; neuronal 3; juvenile (Batten; Spielmeyer-vogt disease) ,0.4634919707015396,0.3339577849503772
GB DEF = Axonemal dynein heavy chain (partial; ID hdhc1),0.4639302623238192,0.3335472973851386
SPLICING FACTOR U2AF 35 KD SUBUNIT,0.4647432703819234,0.33278689022127345
Peroxisome Proliferator Activated Receptor (Gb:Z30972),0.4648790004728425,0.3326600713362675
GB DEF = Centrin mRNA,0.4648979789539265,0.3326423418166231
CYP2A6 Cytochrome P450; subfamily IIA (phenobarbital-inducible); polypeptide 6,0.4651378262435234,0.3324183410714937
CYP2A6 Cytochrome P450; subfamily IIA (phenobarbital-inducible); polypeptide 6,0.4651378262435234,0.3324183410714937
Voltage-dependent calcium channel beta-2c subunit mRNA,0.46514928218346874,0.33240764490800084
Clone lambda 5 semaphorin mRNA,0.4652915093349673,0.33227487242399795
Clone lambda 5 semaphorin mRNA,0.4652915093349673,0.33227487242399795
GB DEF = IL-4 gene splice variant,0.46535259857770706,0.332217856598425
GLCLR Glutamate-cysteine ligase (gamma-glutamylcysteine synthetase); regulatory (30.8kD),0.4660357500317185,0.33158076690231847
P PROTEIN,0.4661547932693486,0.33146984575671534
Put. HMG-17 protein gene extracted from Human HMG-17 gene for non-histone chromosomal protein HMG-17,0.4664725807218204,0.331173879015406
GB DEF = Connexin40 gene,0.46649368412718617,0.331154231804469
GB DEF = TNNT2 gene exon 11,0.46684047393485906,0.3308314987179693
GB DEF = TNNT2 gene exon 11,0.46684047393485906,0.3308314987179693
FAST kinase,0.46695703598569394,0.3307230763775753
KIAA0227 gene; partial cds,0.46729893677974665,0.3304052071015467
B-HLH DNA binding protein,0.4674874840326291,0.33023001193227125
Armadillo repeat protein mRNA,0.4675722402920566,0.3301512807562418
NF-ATc mRNA,0.46784090410229806,0.3299018097835864
TNF receptor-1 associated protein (TRADD) mRNA; 3' end of cds,0.4681616299701984,0.3296041834951657
FOS-RELATED ANTIGEN 1,0.4683517483425942,0.32942785422302456
HADHA Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein); alpha subunit,0.468822905407549,0.3289911780285925
H_LUCA14.6 gene extracted from Human cosmid LUCA14,0.4692914381602059,0.32855736906408006
Ccaat Displacement Protein; Cut Homolog; Alt. Splice 1,0.46938115054278584,0.32847435483036236
DAZ Deleted in azoospermia,0.46947010400582645,0.3283920585175585
Ribosomal Protein L30 Homolog,0.4696751689819817,0.3282023997042678
HSP1-A gene extracted from Homo sapiens cosmids Qc14E2; Qc12H12; Qc11F9; Qc10G9; LA1733 and Qc17B8 from Xq28; complete sequence,0.46977335142885635,0.3281116228407649
Protein phosphatase 2A B56-alpha mRNA,0.46990571753691834,0.3279892707045918
GRM4 Glutamate receptor; metabotropic 4,0.4699849049009782,0.3279160906248931
S-ADENOSYLMETHIONINE SYNTHETASE ALPHA AND BETA FORMS,0.47004974348759365,0.3278561799812282
ZNF136 Zinc finger protein 136 (clone pHZ-20),0.47015075162220743,0.32776286525551374
SCAD gene; exon 1 and joining features,0.4702062552322329,0.32771159768072655
PROTEIN-GLUTAMINE GAMMA-GLUTAMYLTRANSFERASE,0.4705642703362032,0.32738105162858655
Josephin MJD1 mRNA; cds,0.47079171380354634,0.3271711895861745
MOP1 mRNA,0.4708489492504897,0.3271183944175234
Sodium/Hydrogen Exchanger 5,0.4709141879197275,0.3270582247358194
Tropomyosin; Alpha; Muscle; Alt. Splice 2; Skeletal Muscle (Fibroblast),0.47140268568948884,0.3266079475291271
RNA for type VI collagen alpha3 chain,0.47146993037764484,0.3265460006731991
GB DEF = Heavy chain disease IgA chain gene; CH3 region with a 369 bp deletion; 3' end,0.4715874104128025,0.32643779743027873
Myelin Basic Protein; Alt. Splice Form 4,0.4719445343973546,0.32610903912144606
CATHEPSIN K PRECURSOR,0.4720487398949048,0.3260131573519753
CD70 CD70 antigen (CD27 ligand),0.47205982613743347,0.3260029579021902
PCOLCE Procollagen C-endopeptidase enhancer,0.4721343616482495,0.32593439073340386
DNA binding protein from  Human DNA sequence from PAC 339A18 on chromosome Xp11.1-Xp11.4. Contains KIAA0178 gene; similar to mitosis-specific chromosome segregation protein SMC1 of S.cerevisiae; DNA binding protein similar to URE-B1; ESTs and STS./ntype=DNA /annot=CDS,0.47239084081504135,0.3256985315116317
Na+/Ca+ exchanger (CNC) mRNA,0.4727937799133749,0.3253282456781286
GB DEF = CD77 protein,0.4729238544556009,0.3252087794564402
ABP1 Amiloride binding protein 1 (amine oxidase (copper-containing)),0.4731867759078918,0.32496740104850613
ABP1 Amiloride binding protein 1 (amine oxidase (copper-containing)),0.4731867759078918,0.32496740104850613
GB DEF = Plasma membrane calcium ATPase,0.4732813319101482,0.3248806254882771
IFNG gene extracted from Human immune interferon (IFN-gamma) gene,0.47339273627485545,0.3247784101584152
Phospholipase C,0.4735556440360975,0.32462898291626424
RAD52 RAD52 (S. cerevisiae) homolog,0.4737625887121004,0.3244392368960356
RAD52 RAD52 (S. cerevisiae) homolog,0.4737625887121004,0.3244392368960356
Cystatin B gene,0.47405713896839285,0.3241693088678818
Sop2p-like protein,0.47414783358796475,0.32408622941970655
Nuclear orphan receptor LXR-alpha mRNA,0.47445070082632135,0.3238089075178375
INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN 3 PRECURSOR,0.4747970745296114,0.32349196562216603
GB DEF = Nuclear respiratory factor 1 (NRF-1) mRNA; 3' UTR,0.47511234596668495,0.3232036841344875
MAGE-8 antigen (MAGE8) gene,0.4756216779507264,0.32273835926817807
Meningioma-expressed antigen 6 (MEA6) mRNA,0.4758749270787036,0.32250717672723556
NMOR1 NAD(P)H:menadione oxidoreductase,0.47589092635871344,0.32249257565912987
Iroquois-class homeodomain protein IRX-2a mRNA,0.475911673140632,0.3224736427146083
Tumor necrosis factor type 1 receptor associated protein (TRAP1) mRNA; partial cds,0.47603086591898136,0.32236488664149177
Tumor necrosis factor type 1 receptor associated protein (TRAP1) mRNA; partial cds,0.47603086591898136,0.32236488664149177
RIBOSE-PHOSPHATE PYROPHOSPHOKINASE III,0.47605277754249453,0.32234489659702803
RAP1GA1 RAP1; GTPase activating protein 1,0.47631276920795995,0.32210777556961845
AFFX-CreX-3_at (endogenous control),0.47645832695346424,0.3219750785841258
Potassium Channel (Gb:L02752),0.47655259325973687,0.3218891628072783
Achaete scute homologous protein (ASH1) mRNA,0.47672382346989994,0.3217331443956116
